,influencer,month,capture_audience,denier_audience,sentiment_audience,male_audience,aggressive_audience,followers_audience,verified_audience,freq_audience,capture_echoer,denier_echoer,sentiment_echoer,male_echoer,aggressive_echoer,followers_echoer,verified_echoer,freq_echoer
188,KHayhoe,2018-01-01,0.00034263338228095934,0.07912648462648462,0.050134828743711196,0.7,0.3439028412240194,7110.743290334957,0.0,135.31543802372428,0.0008909082885106522,0.014109199233301235,0.05317246091098711,0.8426854837721399,0.2776818589567097,668276.5470360406,0.0,24.635963886013993
189,MichaelEMann,2018-01-01,0.0005267432029546566,0.0609837290705676,0.06381352957003421,0.6818181818181818,0.34075869671070547,18929.671655230286,0.0,89.26761922206411,0.0006773432810567947,0.024174313927788516,0.008481027077397401,0.8434921988264865,0.34704417172251795,1114178.9132152316,0.0,40.73696099570982
190,MikeBloomberg,2018-01-01,9.78952520802741e-05,0.0,0.6642787624597549,0.0,0.0,6723.0,0.0,235.12492746288214,0.003705861782315257,0.002060285377603371,0.08884272388888614,0.6382978723404256,0.2555758771626851,4149414.350976258,0.0,38.79873597031425
191,NBCNews,2018-01-01,0.00013651798825256974,0.11451543898809524,-0.13693035138520088,0.6328125,0.36609468005952384,16525.80361514137,0.0,377.7073607547447,0.0003520293517517332,0.011348234363963086,-0.012591665808232072,0.8817448160066274,0.21626449476805037,7431163.172880469,0.0,82.4344463197206
192,NRDC,2018-01-01,0.0003016719478578973,0.027959041277276206,-0.035314010017483285,0.6052631578947368,0.3780738543763651,4922.731921042879,0.0,120.11313156659847,0.0012940483769346585,0.010709826774807592,0.015181651682450567,0.8394345855500847,0.3543543066724779,1583382.0045449608,0.0,38.61527850822226
193,NatGeo,2018-01-01,0.0001533692282590961,0.04508982084762073,-0.055655212867757924,0.5263157894736842,0.29075217504380546,5800.177016629456,0.0,140.93877810837975,0.000829838324479995,0.010650778960773367,-0.093814098867885,0.8942178322770123,0.35791710109810965,14334711.234294996,0.0,35.693063302529985
194,PaulEDawson,2018-01-01,0.00034195039215016677,0.036242737674396786,-0.0068843691335261255,0.6604651162790698,0.34497782085654427,4999.3556811018825,0.0,124.78302276735981,0.001558978412714297,0.011494654556207138,0.016918261410148076,0.8272434301107081,0.2690019726394602,937040.736991596,0.0,32.5946892748676
195,PrisonPlanet,2018-01-01,9.78952520802741e-05,0.5,-0.4290300667802493,0.6666666666666666,0.0,1181.0,0.0,64.37538483235045,1.0798902831472323e-05,1.0,-0.5134263043165206,1.0,1.0,2794553.0,0.0,34.410394870064124
196,SafetyPinDaily,2018-01-01,0.00012117104628117843,0.03772338772338772,-0.16624340601115495,0.5454545454545454,0.47874811188594174,7390.975748591584,0.0,383.62811854680297,0.001971879844157171,0.012016165200130179,-0.08285266190056138,0.47046263930776483,0.4004536935441518,2137821.5372263985,0.0,153.3021469351128
197,SenSanders,2018-01-01,0.00020422975002953734,0.07409258814792798,-0.09643016878951725,0.6605603448275862,0.41760819435210156,7140.984346572685,0.0,338.9400474790309,0.0005900286179955181,0.009300319813589957,0.004437304215712469,0.8729039104059042,0.3241006611129939,6975666.022806432,0.0,29.59805405295713
198,TIME,2018-01-01,0.0001265886880348372,0.08333333333333333,-0.01050736619027355,0.5344827586206896,0.3942528735632184,2726.3724137931035,0.0,228.4864023158885,0.0020816896133495797,0.005011702886780723,-0.0506118583301117,0.8812755444153594,0.18313642860096763,11412096.65830512,0.0,82.49818878487277
199,UN,2018-01-01,0.0002549579642090655,0.08295550432293189,0.08253284990662385,0.7252747252747253,0.36610151864196766,16222.26483339842,0.0,391.11282672975653,0.0013104703724055573,0.011685561112625906,0.19987302376775495,0.8762414511574985,0.2943446253792168,7700072.852863418,0.0,33.39497005523476
200,UNEP,2018-01-01,0.00039067035481337294,0.019029533154650856,0.1551852311955421,0.7069767441860465,0.2960384613463706,83005.20926226312,0.0,160.8680988844476,0.0011515913208526261,0.0037683720921989003,0.21417932429453235,0.83725593478881,0.15816337526943,1300587.8618452565,0.0,22.809569035782918
201,UNFCCC,2018-01-01,0.0003635465484712205,0.025306671267898987,0.1434521283216421,0.6611418047882136,0.29451777851053135,12375.123116942386,0.0,140.17731689133274,0.0014475932350397687,0.006641658647517964,0.2223822503741379,0.8490849663359579,0.21148291139473027,1365092.171362429,0.0,23.33873344074178
202,VINNYGUADAGNINO,2018-01-01,0.00031384066108087875,0.06865202221239373,-0.08719431812386651,0.6176470588235294,0.4692732648615002,55162.69587285206,0.0,108.08875875571074,0.00025027244589078735,0.009258962002963594,0.1289613223580042,0.891919875676907,0.21126135129177312,2601510.9767651586,0.0,24.14090240830491
203,ajplus,2018-01-01,0.0001305270027736988,0.0,0.1346615366886891,0.5,0.335978835978836,9459.986111111111,0.0,49.57173862285245,0.0007205214150850177,0.0012238790003221663,0.15205199391965105,0.8948581560283687,0.13081414133945346,1947308.1370986633,0.0,33.49320563765236
204,annemariayritys,2018-01-01,0.00021777767307697341,0.07446011356439164,-0.03285599990772872,0.6096256684491979,0.3552865313406314,8232.360987344473,0.0,305.9094919612435,0.04221046973899073,0.011449233682456952,0.12956518419200116,0.4752639434565926,0.2483113787704553,1317422.0071912582,0.0,203.31699370115192
205,antonioguterres,2018-01-01,0.00040669718695113873,0.016272587466359095,0.10117530213893301,0.5735294117647058,0.4311511810949527,299386.20768371626,0.0,311.6396348286571,0.0007711794778942528,0.004171348189554711,0.2953759150421708,0.9109428390835163,0.5988703517273529,1874332.9577800846,0.0,18.139402249953132
206,billmckibben,2018-01-01,0.00023256033918103765,0.04314170568581955,-0.02742180646585317,0.6400966183574879,0.3798290995898322,26764.12013284497,0.0,160.63742373904213,0.0009966818425713975,0.012621818210363702,0.10739895604215861,0.8654099842532114,0.42061855398978426,1307937.4584372872,0.0,31.95533858323567
207,brianschatz,2018-01-01,0.00011013215859030836,0.0625,-0.38018267187205806,0.5625,0.6581439393939394,51596.98153409091,0.0,135.31348262427855,0.00023220305290666679,0.0028097587719298246,-0.17043511348425672,0.9083698830409357,0.7151004387009962,2086015.6458282927,0.0,32.14398692307836
208,britneyspears,2018-01-01,5.1075783694056056e-05,0.13043478260869565,-0.0624158414155082,0.5652173913043478,0.45652173913043476,1292.804347826087,0.0,52.21145666851824,0.0001745822624421359,0.004629629629629629,0.06658881309616599,0.8333333333333334,0.5360149110149109,331285.596993747,0.0,8.619072210553574
209,cathmckenna,2018-01-01,0.000681831843436295,0.026501898548614913,0.036439503274719544,0.7368421052631579,0.2763036140355905,6552.794356228091,0.0,84.59191785117423,0.0009460498612568593,0.027808469906874963,0.27223952524510187,0.5187192012736996,0.26553714851960064,956493.8663804721,0.0,38.426003157745384
210,citizensclimate,2018-01-01,0.0003341941364119702,0.02911188997395894,0.13247639699046113,0.6551724137931034,0.37005125471787137,5303.055926004375,0.0,195.09724763057577,0.0007416252302897083,0.01390007908999767,0.13608575897765873,0.8520969655500341,0.2775985589746803,1113266.2665336595,0.0,22.58325923229025
211,climatecouncil,2018-01-01,0.0003441054913347981,0.03936487485833862,-0.010416928819974481,0.6541353383458647,0.3401316023032514,12715.986685036898,0.0,398.10700327873184,0.0013580245289951218,0.014633775176577556,0.045185236247964826,0.517531135400778,0.3456541871066728,608552.595242293,0.0,33.58315738172833
212,cnni,2018-01-01,0.00012425166610188635,0.07692307692307693,-0.17515699229724407,0.5769230769230769,0.3747252747252748,6751.608241758242,0.0,192.71997938685413,0.003655553598986405,0.0013755918162397169,0.04857539509064224,0.8883825325001796,0.5387012542611661,8205002.305146626,0.0,69.59191139353541
213,guardianeco,2018-01-01,0.00027296718437198127,0.030112110838617905,0.06802684378660454,0.6931216931216931,0.2795180194132104,8455.880222765161,0.0,62.11423508588605,0.0017126111596514361,0.011709746441653344,0.09750763999138715,0.8320395345030651,0.29622230831893265,1042719.4845866924,0.0,31.931364794784443
214,kylegriffin1,2018-01-01,0.00011819828667570074,0.05559000663502272,-0.18799894174167578,0.5627009646302251,0.45189361009296697,9231.975303007779,0.0,225.73587398449448,0.0011837693670693288,0.011270543939862501,-0.12461552530231548,0.8642918511021238,0.6213241944356647,2308984.979295931,0.0,51.87267132859441
215,nowthisnews,2018-01-01,0.00012783968212835796,0.07518307441985773,-0.11098222049158403,0.615686274509804,0.41254930967682873,36882.87554891792,0.0,382.7012676685423,0.0007720981618032138,0.007094606878661428,-0.15244303156281755,0.33488170303574144,0.17704171130872978,3251866.957213617,0.0,99.88936167796643
216,nytimes,2018-01-01,0.0001477872053108961,0.05973823930604714,-0.05631557875903826,0.6237942122186495,0.37188372328631103,10019.728055939293,0.0,177.62259587964266,0.0005363051194662898,0.00978985556966612,0.034559999100126734,0.876511738703271,0.4394385195240541,25336095.553552777,0.0,84.7241099741054
217,sciam,2018-01-01,0.00024285552919914156,0.047908816774377416,-0.03903775169751112,0.7269230769230769,0.3272899792222095,7419.881370937971,0.0,125.89996509207965,0.0006445502866827986,0.005445427755808254,0.04372548306602739,0.8448053682987785,0.3794891229676582,3032252.9258384523,0.0,31.28109301485091
218,tedlieu,2018-01-01,0.00012236906510034264,0.0,0.23180853697359563,1.0,0.125,8738.75,0.0,194.0839103490259,6.282998011038442e-05,0.0005165289256198347,-0.21422195519393014,0.8636363636363636,0.09917355371900825,1144380.918560606,0.0,24.260704486092006
219,thehill,2018-01-01,0.00018388432485348785,0.08058223008223009,-0.13677582272898606,0.5743243243243243,0.4230556845556846,5942.463306340994,0.0,276.5248090385651,0.0007365758158731693,0.014528618339423966,-0.0431130331777224,0.8661483771735864,0.5825771377064204,4357570.481281163,0.0,157.2877034483328
220,tveitdal,2018-01-01,0.0003165547290628535,0.03315892272770391,0.058527051610127015,0.680327868852459,0.3334548230958286,4972.590336756884,0.0,98.4789960792073,0.0013605870857417203,0.014606998278874354,0.013084459517140216,0.8648506718568423,0.3057473665221171,1265983.2120208684,0.0,32.970426377747444
221,washingtonpost,2018-01-01,0.00014105337396512612,0.09266808460356848,-0.16377190798371288,0.6989247311827957,0.4165418098861006,13069.155859581904,0.0,357.66542774557746,0.001047797805695179,0.010197848690144538,-0.03956448361953774,0.8576415168063708,0.49495192899369245,9897616.66597515,0.0,77.50251103720973
222,wef,2018-01-01,0.0003190660067801526,0.03855807911831378,0.034734520288152916,0.7654320987654321,0.22634000834214013,10875.822360047925,0.0,311.5889758901821,0.0020253561607153528,0.009270530348482168,0.10779118550258567,0.8162109342292243,0.20391987386444663,3057106.0599752096,0.0,46.08099846162292
223,CNN,2018-02-01,0.00018333684337204406,0.02513415404040404,-0.08469214894539935,0.578125,0.3763748388264642,5728.843360338975,0.0,188.33267313654443,0.0008578424058878163,0.014240807313681351,-0.10829430513762549,0.44841765900976815,0.21195957920939199,28221358.558923047,0.0,89.7201386178747
224,CarbonBrief,2018-02-01,0.0003472789320313239,0.031033715053419484,0.01965434068688439,0.7428571428571429,0.2536615244222869,8348.75814613869,0.0,46.14209190493308,0.0016451613523457817,0.01994180538064407,0.1080972165929462,0.829067769393478,0.2047551086193248,529936.5045748481,0.0,24.41421098021182
225,CarolineLucas,2018-02-01,0.00012034418436729045,0.0,0.0026155227162535377,0.6666666666666666,0.0,5458.916666666667,0.0,164.3413761168073,0.0001733603832840474,0.13917061077304485,-0.2784689383095886,1.0,0.4744196529186387,4251952.22425062,0.0,45.8977500257873
226,ClimateCentral,2018-02-01,0.0004162589938731622,0.024907704468825967,0.11910599670374343,0.6986301369863014,0.2651217202676075,8103.812883216494,0.0,90.54840228443881,0.0016782994817148322,0.009835880760206034,0.11428712922390731,0.5712865408504574,0.23100411494502102,675363.287058603,0.0,26.440192856045762
227,ClimateReality,2018-02-01,0.00031008684838638507,0.023134423048216154,0.055366497558097576,0.62,0.2896532592942329,3893.991220840556,0.0,113.73651612613688,0.0017001518528253464,0.009250173412815345,0.13978477763170474,0.8279964367311546,0.2768884247009942,1579874.9092587582,0.0,31.417023032106215
228,EnergyInDepth,2018-02-01,0.00013646170905933828,0.4424603174603175,-0.21759002819507672,0.6785714285714286,0.36607142857142855,4205.487293956044,0.0,331.7359965590772,0.0002884117865033895,0.03416126840387551,-0.1893886408105383,0.9686965811965812,0.6374012025259689,559908.0731153176,0.0,22.995497679988578
229,EricHolthaus,2018-02-01,0.0003102490143085821,0.051229142777696045,-0.016329810836225783,0.7021276595744681,0.36810781242822055,29327.136135745575,0.0,112.28747366585834,0.00026448452543471787,0.016991405057804315,0.13942238956011815,0.8377770861576788,0.3633241138536958,717603.7521754246,0.0,33.770273184705225
230,FAOKnowledge,2018-02-01,0.0002423833572467963,0.024710485133020342,0.19558712394225936,0.7323943661971831,0.21565510257850914,16251.734638537786,0.0,41.00917388516599,0.00152830587911202,0.004923464891635494,0.27548696357820773,0.8844062824224427,0.15822932544658086,441847.39600764203,0.0,20.542090092530493
231,GCCThinkActTank,2018-02-01,0.002049091169976903,0.0479162204964885,0.052678239883094384,0.6692307692307692,0.2817933031574199,9096.4140270911,0.0,197.59675881879315,0.04624803013749861,0.013313164424714695,0.15964944013337604,0.7926508957722465,0.2294303554277784,515204.5868389565,0.0,107.04844649408848
232,Greenpeace,2018-02-01,0.0003596953954977903,0.03743937269738843,0.0955756959174242,0.6222222222222222,0.3252875236509322,95931.4344797511,0.0,77.05556790401259,0.0013654294378830625,0.0340183028745658,0.0836527469999434,0.5268407115321468,0.3032281746821508,1140723.8458842053,0.0,26.50879691993172
233,JoyfullyECO,2018-02-01,0.0014501159179126646,0.045976086030564134,0.06295728452664535,0.6073298429319371,0.333601492319469,6588.670567347511,0.0,132.09170176463343,0.011805976149656575,0.010690222035139297,0.17503481599008916,0.4690935250841007,0.21972580589690352,569002.9510524435,0.0,62.76397854278957
234,KHayhoe,2018-02-01,0.0004212046452855166,0.0,0.37797701480159673,1.0,0.6153846153846154,4578.038461538461,0.0,39.59403409431299,0.00017442841870322787,0.005472910927456382,-0.011287042898644448,0.8909090909090909,0.13771592578630765,249387.66467924204,0.0,18.324080679490443
235,KamalaHarris,2018-02-01,0.00010745016461365219,0.02708333333333333,-0.12835050612536844,0.5714285714285714,0.3753401360544218,7316.716857993198,0.0,321.49426051155467,0.0017563713602980464,0.007997075896572831,0.3220895379067244,0.35373104889569085,0.5933581507379825,12016637.26659492,0.0,49.920558591974576
236,MichaelEMann,2018-02-01,0.000520590011027043,0.05180137371785033,-0.019076674459094212,0.7752808988764045,0.33295627310192166,9281.310733377884,0.0,81.55028963726407,0.0004525769264801897,0.020627822779033352,0.06448287787211199,0.8148308387242467,0.3276877427998234,626344.2500921501,0.0,33.24538921535696
237,MikeBloomberg,2018-02-01,0.00020308081111980263,0.0625,-0.12381668255659742,0.4375,0.3471996753246753,2846.3144277597403,0.0,180.82370450799232,8.919873771510033e-05,0.011086384743026785,0.21983314924472735,0.8244175187020581,0.28285511076377073,2217803.8702458446,0.0,33.437477262453164
238,NBCNews,2018-02-01,0.00020934873738893235,0.05184910701215049,-0.055676486970973826,0.625,0.38904873775589116,9756.15980369071,0.0,117.15001651963556,0.0009443885369591734,0.010014108449106236,-0.01120815890562216,0.8835296613870441,0.6826368272026139,5670992.34691238,0.0,72.88628617754414
239,NRDC,2018-02-01,0.00025903351879057033,0.02526134511363816,-0.002650773194811313,0.6341463414634146,0.3788792716797927,4341.733334945436,0.0,114.50471702531674,0.001532983239375168,0.008138303033560647,0.0829975309861569,0.8391574570753199,0.3828047354825971,1040315.4167279041,0.0,35.32188523786154
240,PaulEDawson,2018-02-01,0.0003437227731586309,0.033432869988279615,0.012204901737146053,0.6684931506849315,0.35409322444129954,4842.326450289058,0.0,79.61706421643878,0.0015208967622697897,0.015310809053673387,0.04248032763334225,0.8241628165087271,0.28294622419885157,851506.0911574204,0.0,29.081728324279624
241,SafetyPinDaily,2018-02-01,0.00016026032472673824,0.06305987741631305,-0.16283087491084558,0.5841584158415841,0.3912265880417185,6122.634517878182,0.0,305.08192514349713,0.002306512900462428,0.012349166005927703,-0.1530469257919634,0.4253300807863873,0.4344543959198143,1012361.4652036479,0.0,174.53660681303654
242,SenSanders,2018-02-01,0.0001648262417611142,0.05996579903801162,-0.10768130151550467,0.6908602150537635,0.43868257290934404,6264.902757372993,0.0,146.10714921731045,0.0007287575327293333,0.012020660620964654,-0.14472694607175984,0.8752537542313089,0.5299594931176171,7671535.626707086,0.0,25.374438975511932
243,TIME,2018-02-01,0.00023587460135988925,0.06704761904761905,-0.05973880772417294,0.66,0.4228928571428571,5478.421309523809,0.0,114.00542362253566,0.001755769839360279,0.010266464652427955,-0.09234955067998399,0.8174118423131707,0.4131320520564621,9088612.214567473,0.0,75.59797670106846
244,UN,2018-02-01,0.0003848506729245643,0.04396731740481741,0.18839804334271223,0.6875,0.186721842971843,166421.66760103323,0.0,106.0226822341424,0.0032724063133833903,0.01262289992341229,0.1536983551352732,0.8836740286158977,0.16503539919274943,6384519.005050681,0.0,30.862902141958134
245,UNEP,2018-02-01,0.00036591137138703176,0.027253854840061736,0.15205081316007596,0.7207207207207207,0.25775313251717424,14830.324658760801,0.0,67.12342890337827,0.0010154336196766926,0.004588370518893327,0.2821561355482258,0.8605608069802848,0.16098677923248247,883911.0112119949,0.0,20.33639568887899
246,UNFCCC,2018-02-01,0.00042816542715766063,0.020945974210924617,0.1884802214043372,0.6812339331619537,0.25587682534366096,11571.585032029496,0.0,58.98029531811563,0.0009595753756252398,0.007594439696720245,0.28762038456339584,0.8532761646323833,0.27636208838238435,873015.485217024,0.0,19.199418579934896
247,VINNYGUADAGNINO,2018-02-01,6.0172092183645224e-05,0.0,-0.3590681105852127,0.0,1.0,1232.0,0.0,118.09808612440192,0.00014506395708685784,0.0,0.11103815648445702,1.0,0.41666666666666663,3926705.2045454546,0.0,9.88506985762851
248,ajplus,2018-02-01,0.00038252258602460183,0.07506053268765134,0.07838677944711973,0.6428571428571429,0.36668396172028134,5420.114060878589,0.0,118.56594322437216,0.0003042350618054684,0.009737429324404598,-0.16235125531511768,0.8993358973470542,0.2140700819675845,1788747.4457588661,0.0,28.63793354612473
249,annemariayritys,2018-02-01,0.002117460896842656,0.03470073713965198,0.012317010555251515,0.6528925619834711,0.34809695739379165,9130.687632436599,0.0,163.80098683167517,0.045572501670927884,0.005302431556732516,0.17997814220833414,0.41910726716270225,0.22178326284037408,1129841.744414647,0.0,230.34608146732214
250,billmckibben,2018-02-01,0.00036167956484578153,0.052082673385755236,-0.024567896882841975,0.7634408602150538,0.4382785539202961,6590.0895345113695,0.0,137.78061917253635,0.0016506021604760788,0.011339278783926115,0.06887100174280689,0.8322026255690412,0.43450400333340883,921983.4541649681,0.0,22.05252900740805
251,britneyspears,2018-02-01,6.63967913750568e-05,0.10344827586206896,0.004253391724149584,0.5172413793103449,0.41379310344827586,3046.793103448276,0.0,65.58842145146973,2.0631318341242005e-05,0.2,0.0006069296742053532,0.2,0.55,4016705.05,0.0,9.566185192677128
252,cathmckenna,2018-02-01,0.0002991288899201356,0.10115939366359615,-0.06360142404350398,0.7050359712230215,0.3953208421743791,6480.374247335828,0.0,65.94530533481972,0.0002748001689552222,0.020092203324677923,0.25618789810758963,0.3571153707942368,0.21374687099969414,357877.9347758407,0.0,30.53734836665218
253,citizensclimate,2018-02-01,0.0003915423463217478,0.0426497100790154,0.06324438246689243,0.6338028169014085,0.34198468466041754,5279.2992556009085,0.0,44.091997729202866,0.0011507776990008608,0.013191616312577339,0.1371123389704121,0.8653908760579794,0.28543211201996266,538231.2442549204,0.0,19.392106994317167
254,climatecouncil,2018-02-01,0.00037197293349889774,0.051729764877089066,0.047758020677587845,0.6565656565656566,0.2656483871550349,9346.012410674533,0.0,68.19454979183537,0.002429136903696981,0.018131701451851147,0.07950574403291734,0.5608548648018232,0.2865960178995774,233752.28178462345,0.0,29.658423649270908
255,cnni,2018-02-01,0.00014613222387456696,0.004329004329004329,-0.17021825881543404,0.6666666666666666,0.5106060606060606,2471.7372294372294,0.0,164.23473444828593,0.0003508064092068557,0.003486540796532129,-0.12789357184913677,0.8800744157887015,0.1794849218097274,10275766.42057443,0.0,57.20276842192772
256,guardianeco,2018-02-01,0.00034097518904065626,0.029067080216505503,-0.013599863536361799,0.5925925925925926,0.34481031170517307,5510.973907352821,0.0,52.9551674419256,0.0011182767745122719,0.017361282672651364,0.062252137419158575,0.8215377749254118,0.3501711255295826,672580.2253466913,0.0,23.117648983857137
257,joekennedy,2018-02-01,0.00012438559354380395,0.05868425728500356,-0.14239939642385097,0.5708955223880597,0.45726861498783145,4791.988440845017,0.0,178.7457156482188,0.001259622932436187,0.010222628861539578,-0.012012249453548672,0.8802129403513929,0.2247534077915329,2045051.754637841,0.0,37.294428482914746
258,kylegriffin1,2018-02-01,0.00014817377700222637,0.04431547619047619,-0.06798274052966716,0.6,0.3369593253968254,9087.991086309525,0.0,166.83258270550857,0.0014265661171150054,0.008854854260339686,-0.1457539772490621,0.8579975282442387,0.7049620856958693,1708896.012026693,0.0,48.415991625342
259,nowthisnews,2018-02-01,0.00011840314913555995,0.04032258064516129,-0.06032932707132459,0.5967741935483871,0.4516641065028162,4847.607386072709,0.0,219.4273637566249,0.000708300727104196,0.004739903123200691,-0.2412686438917452,0.3570952431774492,0.2678150019777777,3357933.1664355486,0.0,95.39466375124654
260,nytimes,2018-02-01,0.00018624695199699715,0.03571428571428571,-0.08299209263993645,0.5714285714285714,0.5130328225566321,4828.943946837994,0.0,144.64911470258406,0.0005622632853793728,0.008988994694585998,0.0116456244103098,0.8617792366714105,0.41567477479542003,23702067.19769537,0.0,79.53188642563687
261,sciam,2018-02-01,0.00019328005368079982,0.02553197290039395,-0.0485568836833507,0.6515151515151515,0.331855788976532,9395.503545800604,0.0,97.5245082176701,0.0009058403898548322,0.008177372748522808,-0.04039974246558244,0.8209023599798085,0.36273073512171244,2279870.678951314,0.0,26.901835268510926
262,thehill,2018-02-01,0.00014011501465620245,0.033615288220551376,-0.17891629702201906,0.65,0.4382053347654851,5462.5403923499225,0.0,206.3591504488798,0.0014503495170324107,0.017734997708833453,-0.07953870480751472,0.8665749552486856,0.49243672260731414,3900387.669117168,0.0,147.38933685150445
263,tveitdal,2018-02-01,0.0002830704510552354,0.0314257481648786,-0.033001334439239575,0.6260869565217392,0.27776908709266057,3631.567335463627,0.0,90.97755825840568,0.0011285547646028588,0.011750164510514735,0.05661995233194018,0.8246864250091731,0.3366129766991217,671211.617209427,0.0,29.505686804558227
264,washingtonpost,2018-02-01,0.0001481656893554275,0.04433040078201369,-0.13829918785385512,0.6451612903225806,0.41678458936523455,4964.910367887787,0.0,171.24461200742311,0.000718071640658103,0.009645569998386932,-0.21566049622814093,0.8525942393587439,0.5524803133499896,10858621.369176328,0.0,80.26572601721293
265,wef,2018-02-01,0.0005656176665262652,0.0,0.18671889557719942,0.6666666666666666,0.2783261183261183,2965.0938528138527,0.0,30.114060680829372,0.00024754323912862865,0.007160011755066201,0.20348481764916618,0.8494399792584911,0.24737280748625481,1942879.5135079578,0.0,27.28061306171007
266,Bill_Nye_Tho,2018-03-01,3.401939105290015e-05,0.0,-0.14391295703748863,0.5,0.625,26403.5,0.0,10.901684817959671,1.5533739281719896e-05,0.0,-0.4677588004827499,1.0,1.0,206692.0,0.0,1.0595959595959596
267,CNN,2018-03-01,0.00012973197831572287,0.0759788686295251,-0.018428429240329926,0.6062176165803109,0.380027473026012,14448.24035565243,0.0,181.36727740067545,0.000565488772432194,0.00498175828707744,0.003956450830358343,0.4238230155905953,0.27949447979794145,29722912.982957777,0.0,73.63804822868553
268,CarbonBrief,2018-03-01,0.00033306603811791765,0.03175931590464459,0.1592739946443047,0.819047619047619,0.18098764024418815,6380.059326522959,0.0,25.820025545506805,0.0009617099437892403,0.005721823865994203,0.15289217734532867,0.8451137416679485,0.20021364121099627,418122.1815217678,0.0,22.967494638213907
269,ClimateCentral,2018-03-01,0.00023881418676451844,0.03200644007919442,0.04743667148206367,0.717948717948718,0.30586920782566185,5918.9947956461165,0.0,70.60971677966745,0.0009984066158489299,0.007608116004200726,0.13319082891586734,0.5181090515137593,0.2192106290929508,959185.8707743797,0.0,25.542256686274065
270,ClimateReality,2018-03-01,0.00021748813008385878,0.03690572373753891,0.05151204626333012,0.6011560693641619,0.3193998539173858,4887.106694373934,0.0,107.22837285341933,0.0012199522162732678,0.005400031710021166,0.13412486698481224,0.8151593102240374,0.3534145494804718,1234930.4322617096,0.0,32.188262602833994
271,EnergyInDepth,2018-03-01,5.233752469676946e-05,0.4230769230769231,-0.15639883713894953,0.6666666666666666,0.38603988603988604,3787.5868945868942,0.0,179.6626093435631,0.00019168235972635129,0.04145638071501116,-0.12115302699065926,0.9566544566544567,0.5254872871569898,453991.6025003555,0.0,16.873637732053233
272,EricHolthaus,2018-03-01,0.00017296375788131819,0.02037471893192222,-0.00517655459008496,0.7078651685393258,0.32523786554706413,13881.897933117758,0.0,66.28322310471333,0.0004991290420688037,0.0263926206693915,0.04026184282417622,0.8332262080474847,0.33978628884414525,1166702.411835958,0.0,32.730284832082475
273,FAOKnowledge,2018-03-01,0.00032788902440348443,0.016452216076662363,0.22652564405893186,0.7304964539007093,0.18855940924615913,9875.335889682707,0.0,49.5390995560521,0.0009385871474197944,0.004419636036280784,0.2343238768419119,0.850015748352727,0.16862811759531926,623245.6440312325,0.0,22.129585807518076
274,GCCThinkActTank,2018-03-01,0.001944920570537172,0.026193151975705944,0.0918639991014087,0.6752136752136753,0.267071912197961,9633.92553098861,0.0,158.97068655046147,0.02659619458757064,0.004673923320570467,0.19481412741989604,0.7736677664093288,0.2130065694541904,891538.2218616052,0.0,100.0856356073474
275,Greenpeace,2018-03-01,0.00021218504804148622,0.029602013015474552,0.012887404379080484,0.6538461538461539,0.2495408111594009,16994.630049159055,0.0,143.71171436933972,0.0011838205572462632,0.0027757354089162144,0.11050384306413277,0.5051874063256339,0.24972676425593507,1685746.8740379368,0.0,32.02087047990905
276,JoyfullyECO,2018-03-01,0.0005472984466010491,0.028250284876224725,0.04855574918754294,0.6925675675675675,0.32870449128151946,5006.064736513115,0.0,118.07669386499839,0.009863761098646976,0.011307840324455937,0.15753968023156464,0.5060724091641913,0.2075375733963644,612458.4906248309,0.0,53.65991339980353
277,KHayhoe,2018-03-01,0.00025892536523596226,0.03242481203007519,0.07069685764932461,0.7777777777777778,0.26237236610043624,18695.717353569107,0.0,49.072476866421304,0.0005170462737262172,0.06242414686235257,0.04280502926507286,0.8715153930783206,0.39420069995090196,449266.6155528079,0.0,24.815781548272668
278,KamalaHarris,2018-03-01,0.00013355760931879317,0.01537037037037037,0.08261867065233221,0.5925925925925926,0.4474426807760141,4314.968994708995,0.0,220.21537956053078,0.002223591309931285,0.0018371549218354321,0.1889981675474408,0.41919459141681364,0.6413169539299898,9558270.91287898,0.0,65.09223806123182
279,MichaelEMann,2018-03-01,0.00047231573159491606,0.06313078662061951,0.014792063561976489,0.7209302325581395,0.33954526035246835,14006.66093434482,0.0,62.49576321770888,0.0004190958322053631,0.027486485254493504,0.037634274356850725,0.8346009576597581,0.3494228673062307,304598.2782178061,0.0,35.3259971710745
280,MikeBloomberg,2018-03-01,0.0001420809861621124,0.019208711606417593,0.07735442851706838,0.6554621848739496,0.3132522005861428,21755.65945645935,0.0,99.97602232865378,0.0005246243070933488,0.004495971371206715,0.30072537623675233,0.8477775364293036,0.18097206475699523,2301735.7661468848,0.0,24.244789725293924
281,NBCNews,2018-03-01,0.00011339797017633384,0.0,-0.42251870510438344,1.0,0.0,844.5,0.0,87.80935051164492,0.00010355826187813265,0.0,-0.1358992554032575,0.6666666666666666,0.19444444444444445,16503728.13888889,0.0,92.36345092197331
282,NRDC,2018-03-01,0.0001825707319838975,0.03676125541125541,-0.024252981028322903,0.5933333333333334,0.4122124606093509,6346.021435240228,0.0,143.67663204651805,0.0009040658411955956,0.005849648556632291,0.01928745800758581,0.8001829890164269,0.3396505313474368,1437488.1777239668,0.0,33.086327474320846
